Age,AgeGroup,Gender,MaritalStatus,Education,Education_Label,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,DistanceFromHome,MonthlyIncome,IncomeGroup,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,TenureGroup,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,JobSatisfaction_Label,EnvironmentSatisfaction,EnvironmentSatisfaction_Label,WorkLifeBalance,WorkLifeBalance_Label,JobInvolvement,RelationshipSatisfaction,PerformanceRating,PerformanceRating_Label,Attrition,AttritionBinary,AttritionRiskScore,RiskTier,OverTimeFlag
18,18–25,Male,Single,5,Doctor,Life Sciences,Sales,Sales Representative,2,Non-Travel,No,1,1271,Low,20,1,2,0,0–1 yr,0,0,7,1,4,Very High,2,Medium,3,Better,2,2,3,Excellent,No,0,0.255,Medium Risk,0
43,36–45,Male,Married,3,Bachelor,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,1,5823,Medium,17,1,3,1,0–1 yr,0,0,7,7,4,Very High,2,Medium,3,Better,3,3,3,Excellent,Yes,1,0.821,High Risk,1
41,36–45,Female,Married,4,Master,Medical,Research & Development,Research Scientist,1,Travel_Rarely,Yes,6,3303,Medium,24,0,3,39,15+ yr,12,1,40,7,3,High,3,High,3,Better,2,2,3,Excellent,Yes,1,0.672,High Risk,1
33,26–35,Female,Divorced,3,Bachelor,Life Sciences,Sales,Sales Representative,2,Travel_Frequently,No,3,4734,Medium,24,0,0,3,2–3 yr,2,0,10,5,3,High,2,Medium,3,Better,3,3,3,Excellent,No,0,0.092,Low Risk,0
36,36–45,Female,Divorced,4,Master,Medical,Sales,Manager,2,Travel_Rarely,No,6,4087,Medium,23,1,4,7,4–7 yr,3,2,15,2,2,Medium,2,Medium,3,Better,4,2,3,Excellent,No,0,0.281,Medium Risk,0
40,36–45,Male,Single,2,College,Medical,Research & Development,Research Director,4,Travel_Rarely,No,29,10299,Very High,12,3,3,1,0–1 yr,0,0,14,1,4,Very High,2,Medium,3,Better,2,3,3,Excellent,No,0,0.227,Low Risk,0
23,18–25,Female,Single,4,Master,Medical,Sales,Sales Executive,1,Travel_Rarely,No,15,6881,High,22,2,3,5,4–7 yr,3,1,6,5,3,High,1,Low,3,Better,3,4,3,Excellent,No,0,0.095,Low Risk,0
31,26–35,Female,Married,2,College,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,No,1,6793,High,23,0,1,7,4–7 yr,3,1,16,0,1,Low,3,High,3,Better,4,2,3,Excellent,No,0,0.171,Low Risk,0
42,36–45,Female,Married,3,Bachelor,Technical Degree,Research & Development,Healthcare Representative,3,Non-Travel,Yes,1,4976,Medium,13,1,3,2,2–3 yr,1,0,6,9,3,High,2,Medium,4,Best,4,4,3,Excellent,No,0,0.427,Medium Risk,1
25,18–25,Male,Married,4,Master,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,7,5776,Medium,21,1,2,10,8–15 yr,3,1,17,5,1,Low,3,High,1,Bad,3,2,3,Excellent,No,0,0.18,Low Risk,0
38,36–45,Male,Married,3,Bachelor,Marketing,Sales,Sales Executive,4,Travel_Rarely,Yes,7,6948,High,20,1,4,5,4–7 yr,2,0,7,8,2,Medium,2,Medium,1,Bad,3,2,4,Outstanding,Yes,1,0.628,High Risk,1
25,18–25,Male,Divorced,3,Bachelor,Life Sciences,Human Resources,Manager,3,Non-Travel,Yes,16,3948,Medium,18,1,3,2,2–3 yr,1,0,12,6,3,High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.47,Medium Risk,1
39,36–45,Female,Single,3,Bachelor,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Frequently,No,7,9189,High,21,2,2,4,4–7 yr,2,0,18,8,3,High,1,Low,3,Better,3,4,4,Outstanding,No,0,0.034,Low Risk,0
35,26–35,Male,Married,4,Master,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,2,6185,High,12,0,2,5,4–7 yr,2,0,15,1,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.051,Low Risk,0
23,18–25,Male,Divorced,2,College,Medical,Research & Development,Manufacturing Director,2,Non-Travel,Yes,5,10617,Very High,17,3,4,1,0–1 yr,0,0,6,4,4,Very High,3,High,4,Best,3,4,3,Excellent,No,0,0.473,Medium Risk,1
45,36–45,Female,Divorced,1,Below College,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,No,13,7364,High,22,0,3,3,2–3 yr,2,1,8,8,1,Low,3,High,2,Good,3,2,3,Excellent,Yes,1,0.527,High Risk,0
30,26–35,Female,Single,3,Bachelor,Technical Degree,Human Resources,Human Resources,1,Non-Travel,Yes,20,2790,Low,16,0,6,2,2–3 yr,1,0,8,6,3,High,3,High,1,Bad,1,1,3,Excellent,No,0,0.373,Medium Risk,1
29,26–35,Female,Single,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,2,5924,Medium,22,3,2,3,2–3 yr,2,1,15,8,4,Very High,3,High,2,Good,2,2,3,Excellent,No,0,0.145,Low Risk,0
37,36–45,Male,Single,2,College,Medical,Research & Development,Research Director,1,Travel_Rarely,No,6,2443,Low,20,1,3,8,8–15 yr,4,0,18,5,2,Medium,2,Medium,3,Better,4,3,3,Excellent,No,0,0.43,Medium Risk,0
45,36–45,Female,Divorced,3,Bachelor,Technical Degree,Sales,Sales Executive,2,Non-Travel,No,1,6960,High,14,0,3,3,2–3 yr,2,0,5,6,4,Very High,4,Very High,2,Good,4,4,3,Excellent,No,0,0.121,Low Risk,0
27,26–35,Male,Married,3,Bachelor,Medical,Research & Development,Manufacturing Director,1,Travel_Frequently,No,5,3036,Medium,21,0,3,16,15+ yr,4,2,23,9,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.196,Low Risk,0
36,36–45,Male,Married,1,Below College,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,No,1,2356,Low,25,1,4,2,2–3 yr,0,0,9,4,4,Very High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.3,Medium Risk,0
39,36–45,Male,Single,3,Bachelor,Medical,Research & Development,Laboratory Technician,4,Travel_Rarely,Yes,22,7914,High,14,0,1,3,2–3 yr,2,0,11,5,3,High,4,Very High,3,Better,4,4,3,Excellent,No,0,0.349,Medium Risk,1
41,36–45,Male,Single,4,Master,Life Sciences,Human Resources,Manager,1,Travel_Rarely,Yes,8,1032,Low,25,0,3,9,8–15 yr,3,1,16,0,4,Very High,3,High,2,Good,2,3,4,Outstanding,No,0,0.485,Medium Risk,1
37,36–45,Male,Married,2,College,Technical Degree,Sales,Manager,3,Non-Travel,No,15,2456,Low,13,0,3,4,4–7 yr,1,0,6,0,4,Very High,3,High,3,Better,3,1,4,Outstanding,No,0,0.168,Low Risk,0
33,26–35,Female,Married,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,29,3597,Medium,24,2,2,4,4–7 yr,1,0,9,1,4,Very High,4,Very High,3,Better,2,3,3,Excellent,No,0,0.226,Low Risk,0
29,26–35,Male,Married,3,Bachelor,Medical,Sales,Sales Executive,4,Travel_Rarely,Yes,1,7169,High,16,0,2,0,0–1 yr,0,0,8,3,3,High,4,Very High,4,Best,3,3,3,Excellent,Yes,1,0.666,High Risk,1
36,36–45,Female,Single,3,Bachelor,Marketing,Research & Development,Research Director,4,Non-Travel,No,9,5720,Medium,13,1,3,3,2–3 yr,2,0,3,8,4,Very High,3,High,3,Better,3,4,4,Outstanding,No,0,0.103,Low Risk,0
27,26–35,Male,Married,4,Master,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,17,2677,Low,25,0,2,1,0–1 yr,0,0,3,6,2,Medium,4,Very High,3,Better,4,2,3,Excellent,No,0,0.496,Medium Risk,0
18,18–25,Male,Divorced,3,Bachelor,Life Sciences,Sales,Manager,3,Travel_Rarely,No,6,3918,Medium,19,1,2,40,15+ yr,17,8,40,5,2,Medium,3,High,4,Best,3,4,4,Outstanding,No,0,0.079,Low Risk,0
39,36–45,Male,Single,3,Bachelor,Medical,Sales,Sales Executive,1,Travel_Rarely,Yes,8,4780,Medium,14,0,4,2,2–3 yr,1,0,13,0,3,High,3,High,2,Good,4,3,3,Excellent,Yes,1,0.717,High Risk,1
43,36–45,Male,Divorced,1,Below College,Technical Degree,Research & Development,Healthcare Representative,5,Travel_Rarely,No,4,10518,Very High,14,1,1,12,8–15 yr,10,7,19,4,4,Very High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.051,Low Risk,0
18,18–25,Male,Single,4,Master,Human Resources,Research & Development,Research Director,4,Non-Travel,No,8,6825,High,12,1,2,6,4–7 yr,4,2,11,3,4,Very High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.058,Low Risk,0
27,26–35,Male,Single,3,Bachelor,Medical,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,4,12269,Very High,12,0,3,2,2–3 yr,0,0,11,4,4,Very High,4,Very High,3,Better,3,4,3,Excellent,Yes,1,0.59,High Risk,1
40,36–45,Male,Married,1,Below College,Medical,Human Resources,Human Resources,3,Non-Travel,No,5,7194,High,17,2,2,4,4–7 yr,3,1,14,8,3,High,3,High,2,Good,1,4,3,Excellent,No,0,0.075,Low Risk,0
52,46–60,Male,Divorced,3,Bachelor,Human Resources,Research & Development,Healthcare Representative,2,Travel_Rarely,No,1,3382,Medium,15,2,3,11,8–15 yr,7,1,21,2,2,Medium,2,Medium,3,Better,3,4,3,Excellent,No,0,0.259,Medium Risk,0
36,36–45,Male,Married,5,Doctor,Life Sciences,Sales,Sales Representative,4,Travel_Rarely,No,1,5979,Medium,13,0,2,12,8–15 yr,4,2,19,3,4,Very High,1,Low,2,Good,4,2,3,Excellent,No,0,0.054,Low Risk,0
30,26–35,Female,Married,3,Bachelor,Life Sciences,Research & Development,Research Director,2,Travel_Rarely,No,1,2437,Low,16,1,4,1,0–1 yr,0,0,2,7,3,High,4,Very High,3,Better,2,3,4,Outstanding,No,0,0.249,Low Risk,0
34,26–35,Male,Married,3,Bachelor,Marketing,Sales,Sales Representative,2,Travel_Rarely,Yes,1,4656,Medium,16,1,2,2,2–3 yr,0,0,12,2,4,Very High,3,High,2,Good,1,3,4,Outstanding,No,0,0.451,Medium Risk,1
46,46–60,Female,Single,4,Master,Technical Degree,Human Resources,Human Resources,1,Non-Travel,No,4,6856,High,11,0,2,2,2–3 yr,1,0,7,2,3,High,3,High,3,Better,2,2,3,Excellent,No,0,0.264,Medium Risk,0
30,26–35,Female,Single,4,Master,Technical Degree,Sales,Sales Executive,4,Travel_Rarely,No,1,9692,High,13,0,3,0,0–1 yr,0,0,6,8,4,Very High,3,High,3,Better,4,4,3,Excellent,Yes,1,0.415,Medium Risk,0
29,26–35,Female,Divorced,3,Bachelor,Medical,Human Resources,Manager,1,Travel_Rarely,Yes,1,7925,High,22,3,1,5,4–7 yr,3,0,12,4,4,Very High,3,High,3,Better,3,3,3,Excellent,No,0,0.221,Low Risk,1
32,26–35,Female,Single,4,Master,Life Sciences,Sales,Manager,1,Travel_Rarely,No,12,3379,Medium,15,1,4,11,8–15 yr,3,0,19,9,3,High,3,High,3,Better,3,3,3,Excellent,No,0,0.164,Low Risk,0
28,26–35,Male,Married,4,Master,Medical,Research & Development,Manufacturing Director,2,Non-Travel,No,11,9633,High,21,3,3,2,2–3 yr,1,0,6,0,1,Low,4,Very High,2,Good,1,2,3,Excellent,Yes,1,0.491,Medium Risk,0
36,36–45,Female,Divorced,3,Bachelor,Life Sciences,Research & Development,Research Scientist,3,Non-Travel,No,12,5353,Medium,23,1,4,8,8–15 yr,4,0,18,6,2,Medium,1,Low,1,Bad,3,3,3,Excellent,No,0,0.245,Low Risk,0
48,46–60,Female,Single,3,Bachelor,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,Yes,20,10257,Very High,21,0,2,5,4–7 yr,4,0,7,6,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.258,Medium Risk,1
38,36–45,Male,Married,3,Bachelor,Marketing,Sales,Sales Executive,1,Travel_Rarely,No,1,3888,Medium,17,0,4,2,2–3 yr,1,0,3,5,4,Very High,3,High,4,Best,4,4,3,Excellent,No,0,0.25,Low Risk,0
33,26–35,Male,Single,5,Doctor,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,Yes,1,5599,Medium,14,1,3,0,0–1 yr,0,0,7,5,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.653,High Risk,1
33,26–35,Male,Single,4,Master,Technical Degree,Human Resources,Manager,3,Travel_Frequently,No,3,12330,Very High,22,1,1,7,4–7 yr,4,0,7,2,3,High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.07,Low Risk,0
23,18–25,Female,Single,1,Below College,Medical,Research & Development,Research Scientist,5,Travel_Rarely,No,19,7137,High,18,0,2,11,8–15 yr,3,1,20,2,4,Very High,2,Medium,3,Better,4,2,3,Excellent,No,0,0.07,Low Risk,0
43,36–45,Female,Married,4,Master,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,No,11,6577,High,13,1,3,6,4–7 yr,5,3,20,9,4,Very High,1,Low,4,Best,4,4,4,Outstanding,No,0,0.017,Low Risk,0
35,26–35,Male,Married,3,Bachelor,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,Yes,3,9362,High,16,2,5,0,0–1 yr,0,0,5,8,2,Medium,2,Medium,3,Better,3,1,3,Excellent,No,0,0.522,High Risk,1
34,26–35,Male,Married,1,Below College,Life Sciences,Research & Development,Research Director,4,Non-Travel,Yes,1,6437,High,25,1,1,1,0–1 yr,0,0,2,0,4,Very High,2,Medium,3,Better,2,4,3,Excellent,Yes,1,0.754,High Risk,1
60,46–60,Male,Divorced,3,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,No,7,2539,Low,16,0,4,0,0–1 yr,0,0,2,6,3,High,4,Very High,3,Better,4,4,3,Excellent,No,0,0.252,Medium Risk,0
38,36–45,Male,Single,3,Bachelor,Other,Research & Development,Laboratory Technician,2,Travel_Rarely,No,2,14349,Very High,19,0,4,5,4–7 yr,2,1,12,9,3,High,1,Low,3,Better,3,4,3,Excellent,No,0,0.023,Low Risk,0
29,26–35,Female,Single,4,Master,Technical Degree,Human Resources,Human Resources,2,Travel_Rarely,No,6,3885,Medium,14,3,2,8,8–15 yr,6,4,8,6,3,High,1,Low,3,Better,4,1,3,Excellent,No,0,0.097,Low Risk,0
32,26–35,Male,Married,2,College,Medical,Sales,Manager,2,Travel_Rarely,Yes,22,5320,Medium,17,2,3,0,0–1 yr,0,0,5,7,1,Low,4,Very High,3,Better,3,4,4,Outstanding,No,0,0.443,Medium Risk,1
45,36–45,Male,Single,4,Master,Life Sciences,Sales,Manager,3,Travel_Rarely,No,6,10512,Very High,20,0,2,10,8–15 yr,8,5,12,5,4,Very High,3,High,3,Better,3,4,3,Excellent,No,0,0.035,Low Risk,0
36,36–45,Male,Single,3,Bachelor,Human Resources,Human Resources,Manager,2,Travel_Rarely,Yes,20,3625,Medium,11,2,4,4,4–7 yr,2,0,9,7,2,Medium,3,High,3,Better,3,4,4,Outstanding,Yes,1,0.659,High Risk,1
24,18–25,Female,Married,1,Below College,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,3,2969,Low,21,0,3,7,4–7 yr,2,0,9,0,4,Very High,3,High,3,Better,4,1,3,Excellent,No,0,0.307,Medium Risk,1
43,36–45,Male,Divorced,5,Doctor,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,8,4463,Medium,11,0,2,21,15+ yr,18,7,31,0,3,High,4,Very High,3,Better,4,3,3,Excellent,No,0,0.085,Low Risk,0
30,26–35,Female,Divorced,3,Bachelor,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,No,17,1604,Low,12,0,4,0,0–1 yr,0,0,10,8,3,High,2,Medium,2,Good,2,1,3,Excellent,Yes,1,0.552,High Risk,0
50,46–60,Male,Single,3,Bachelor,Other,Sales,Manager,2,Travel_Rarely,Yes,7,4255,Medium,14,0,1,13,8–15 yr,11,8,20,3,4,Very High,3,High,2,Good,3,3,3,Excellent,No,0,0.271,Medium Risk,1
44,36–45,Male,Divorced,3,Bachelor,Life Sciences,Sales,Manager,1,Travel_Rarely,Yes,7,4444,Medium,22,2,4,0,0–1 yr,0,0,4,2,4,Very High,4,Very High,3,Better,3,3,3,Excellent,Yes,1,0.836,High Risk,1
32,26–35,Male,Divorced,4,Master,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Frequently,Yes,10,3435,Medium,16,1,0,2,2–3 yr,0,0,5,5,2,Medium,3,High,3,Better,3,4,3,Excellent,No,0,0.53,High Risk,1
46,46–60,Male,Married,3,Bachelor,Human Resources,Research & Development,Healthcare Representative,3,Travel_Rarely,No,17,2725,Low,14,0,4,11,8–15 yr,7,4,19,9,4,Very High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.121,Low Risk,0
36,36–45,Male,Single,2,College,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,1,13087,Very High,25,2,3,14,8–15 yr,12,3,28,8,4,Very High,4,Very High,2,Good,4,4,4,Outstanding,Yes,1,0.527,High Risk,1
42,36–45,Female,Divorced,2,College,Life Sciences,Sales,Sales Representative,3,Travel_Frequently,No,3,6210,High,16,2,3,4,4–7 yr,3,0,8,9,1,Low,4,Very High,3,Better,3,2,3,Excellent,No,0,0.225,Low Risk,0
39,36–45,Female,Married,3,Bachelor,Medical,Human Resources,Manager,2,Travel_Frequently,No,4,10052,Very High,12,0,2,5,4–7 yr,1,0,16,3,3,High,4,Very High,2,Good,2,3,3,Excellent,No,0,0.087,Low Risk,0
29,26–35,Female,Divorced,4,Master,Technical Degree,Human Resources,Manager,4,Non-Travel,Yes,19,6041,High,19,1,4,7,4–7 yr,2,1,20,8,3,High,4,Very High,3,Better,1,4,3,Excellent,No,0,0.159,Low Risk,1
30,26–35,Male,Married,3,Bachelor,Medical,Research & Development,Research Scientist,4,Non-Travel,No,24,4431,Medium,21,1,2,10,8–15 yr,6,3,13,4,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.079,Low Risk,0
44,36–45,Female,Married,2,College,Other,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,1,6746,High,13,1,2,0,0–1 yr,0,0,7,6,2,Medium,4,Very High,3,Better,3,3,3,Excellent,Yes,1,0.763,High Risk,1
33,26–35,Male,Single,2,College,Medical,Sales,Manager,3,Travel_Frequently,No,1,5294,Medium,17,1,2,9,8–15 yr,6,0,16,2,3,High,3,High,4,Best,4,2,4,Outstanding,No,0,0.058,Low Risk,0
32,26–35,Male,Divorced,3,Bachelor,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,21,2727,Low,11,0,4,3,2–3 yr,1,0,10,2,1,Low,2,Medium,1,Bad,3,3,3,Excellent,Yes,1,0.414,Medium Risk,0
28,26–35,Male,Single,4,Master,Other,Research & Development,Laboratory Technician,5,Travel_Rarely,No,2,16396,Very High,18,0,3,3,2–3 yr,2,0,6,2,2,Medium,2,Medium,2,Good,3,2,3,Excellent,No,0,0.18,Low Risk,0
39,36–45,Male,Single,3,Bachelor,Life Sciences,Sales,Manager,2,Travel_Rarely,Yes,2,3600,Medium,14,2,3,3,2–3 yr,2,0,15,7,4,Very High,2,Medium,2,Good,4,3,3,Excellent,No,0,0.529,High Risk,1
52,46–60,Female,Married,5,Doctor,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,No,1,1566,Low,24,2,4,4,4–7 yr,3,1,4,5,4,Very High,3,High,2,Good,4,2,3,Excellent,No,0,0.237,Low Risk,0
27,26–35,Male,Married,3,Bachelor,Medical,Research & Development,Research Scientist,2,Travel_Frequently,Yes,2,9547,High,21,0,4,17,15+ yr,10,1,18,8,1,Low,3,High,2,Good,3,4,3,Excellent,No,0,0.23,Low Risk,1
36,36–45,Male,Single,2,College,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,No,9,3055,Medium,22,0,1,4,4–7 yr,2,0,7,8,1,Low,4,Very High,3,Better,2,1,4,Outstanding,Yes,1,0.433,Medium Risk,0
47,46–60,Female,Married,4,Master,Life Sciences,Research & Development,Research Scientist,5,Travel_Frequently,No,4,5801,Medium,25,2,3,18,15+ yr,15,5,27,7,3,High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.044,Low Risk,0
35,26–35,Male,Married,3,Bachelor,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,5,2033,Low,23,0,1,1,0–1 yr,0,0,2,0,4,Very High,4,Very High,4,Best,3,4,3,Excellent,No,0,0.244,Low Risk,0
39,36–45,Male,Married,4,Master,Medical,Research & Development,Research Director,2,Travel_Frequently,No,19,11736,Very High,15,0,4,7,4–7 yr,5,2,17,5,4,Very High,4,Very High,1,Bad,3,4,3,Excellent,No,0,0.041,Low Risk,0
27,26–35,Male,Single,5,Doctor,Technical Degree,Human Resources,Human Resources,3,Travel_Rarely,No,1,3094,Medium,17,0,4,10,8–15 yr,8,3,19,3,1,Low,4,Very High,3,Better,3,4,3,Excellent,No,0,0.322,Medium Risk,0
39,36–45,Female,Married,1,Below College,Medical,Research & Development,Research Director,2,Travel_Rarely,No,1,5060,Medium,13,0,4,6,4–7 yr,4,1,19,3,3,High,4,Very High,4,Best,3,4,3,Excellent,No,0,0.064,Low Risk,0
34,26–35,Female,Single,1,Below College,Other,Sales,Sales Executive,1,Travel_Frequently,No,15,6204,High,19,0,3,5,4–7 yr,3,1,18,2,3,High,1,Low,2,Good,4,2,3,Excellent,No,0,0.119,Low Risk,0
43,36–45,Male,Single,4,Master,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,11,6068,High,19,1,3,4,4–7 yr,1,0,6,8,4,Very High,3,High,3,Better,3,2,3,Excellent,No,0,0.07,Low Risk,0
45,36–45,Male,Married,2,College,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,No,2,5724,Medium,18,0,2,11,8–15 yr,3,1,19,1,3,High,3,High,3,Better,4,4,3,Excellent,No,0,0.036,Low Risk,0
56,46–60,Male,Single,2,College,Life Sciences,Research & Development,Manufacturing Director,2,Non-Travel,No,3,2098,Low,11,3,2,10,8–15 yr,4,3,24,0,2,Medium,2,Medium,3,Better,4,4,3,Excellent,Yes,1,0.553,High Risk,0
40,36–45,Female,Single,1,Below College,Life Sciences,Human Resources,Manager,3,Travel_Rarely,Yes,2,3933,Medium,22,3,1,0,0–1 yr,0,0,8,9,3,High,4,Very High,3,Better,2,4,3,Excellent,Yes,1,0.764,High Risk,1
38,36–45,Male,Married,1,Below College,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,Yes,8,4318,Medium,23,3,5,11,8–15 yr,4,1,24,2,3,High,2,Medium,3,Better,2,3,3,Excellent,No,0,0.334,Medium Risk,1
37,36–45,Male,Single,4,Master,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,No,1,2652,Low,22,2,2,3,2–3 yr,1,0,17,3,4,Very High,3,High,3,Better,3,2,3,Excellent,No,0,0.122,Low Risk,0
33,26–35,Male,Single,2,College,Human Resources,Research & Development,Healthcare Representative,1,Travel_Rarely,No,5,4352,Medium,12,1,5,1,0–1 yr,0,0,11,3,1,Low,1,Low,3,Better,3,4,3,Excellent,No,0,0.488,Medium Risk,0
38,36–45,Male,Married,3,Bachelor,Other,Human Resources,Manager,2,Travel_Rarely,No,1,6911,High,12,0,4,12,8–15 yr,6,1,20,5,3,High,3,High,2,Good,3,2,3,Excellent,No,0,0.054,Low Risk,0
33,26–35,Male,Married,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,Yes,13,11132,Very High,13,0,4,3,2–3 yr,1,0,9,0,4,Very High,3,High,4,Best,3,4,3,Excellent,No,0,0.416,Medium Risk,1
37,36–45,Female,Married,3,Bachelor,Human Resources,Research & Development,Laboratory Technician,3,Travel_Rarely,No,3,3194,Medium,12,0,3,9,8–15 yr,2,0,23,0,2,Medium,4,Very High,3,Better,4,4,3,Excellent,No,0,0.329,Medium Risk,0
46,46–60,Male,Married,1,Below College,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,5,14740,Very High,11,0,1,1,0–1 yr,0,0,4,1,3,High,3,High,3,Better,3,4,3,Excellent,No,0,0.633,High Risk,1
27,26–35,Male,Married,4,Master,Life Sciences,Research & Development,Research Director,2,Non-Travel,No,1,7213,High,21,1,2,0,0–1 yr,0,0,0,3,3,High,3,High,3,Better,4,2,3,Excellent,No,0,0.214,Low Risk,0
45,36–45,Female,Divorced,1,Below College,Technical Degree,Sales,Manager,3,Travel_Frequently,No,1,5892,Medium,15,3,3,4,4–7 yr,2,1,6,6,4,Very High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.059,Low Risk,0
46,46–60,Female,Single,4,Master,Medical,Sales,Sales Executive,1,Travel_Rarely,Yes,8,6779,High,16,0,0,0,0–1 yr,0,0,14,5,1,Low,4,Very High,2,Good,1,1,3,Excellent,No,0,0.429,Medium Risk,1
35,26–35,Male,Single,4,Master,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,No,11,12829,Very High,23,1,0,8,8–15 yr,6,1,21,8,4,Very High,2,Medium,3,Better,2,4,3,Excellent,No,0,0.052,Low Risk,0
19,18–25,Male,Married,3,Bachelor,Medical,Research & Development,Manufacturing Director,5,Travel_Rarely,No,9,3828,Medium,17,1,3,1,0–1 yr,0,0,8,6,2,Medium,1,Low,3,Better,2,3,3,Excellent,Yes,1,0.503,High Risk,0
31,26–35,Male,Married,3,Bachelor,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,10,4391,Medium,20,0,4,3,2–3 yr,2,0,6,4,2,Medium,1,Low,3,Better,1,2,3,Excellent,No,0,0.293,Medium Risk,0
46,46–60,Female,Married,3,Bachelor,Marketing,Human Resources,Human Resources,5,Travel_Rarely,Yes,1,2393,Low,17,3,4,0,0–1 yr,0,0,9,5,4,Very High,4,Very High,4,Best,3,2,3,Excellent,No,0,0.33,Medium Risk,1
35,26–35,Male,Single,3,Bachelor,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,9,5411,Medium,12,1,1,2,2–3 yr,1,0,11,9,4,Very High,3,High,1,Bad,2,1,3,Excellent,No,0,0.407,Medium Risk,1
28,26–35,Female,Married,4,Master,Other,Research & Development,Research Director,3,Travel_Rarely,Yes,1,7078,High,23,0,5,9,8–15 yr,5,1,10,8,1,Low,2,Medium,2,Good,4,4,3,Excellent,No,0,0.318,Medium Risk,1
31,26–35,Female,Divorced,4,Master,Life Sciences,Human Resources,Manager,1,Travel_Rarely,Yes,1,3855,Medium,17,3,3,0,0–1 yr,0,0,13,0,4,Very High,2,Medium,3,Better,3,4,3,Excellent,No,0,0.587,High Risk,1
42,36–45,Male,Married,3,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,Yes,11,3543,Medium,12,1,3,6,4–7 yr,2,0,13,8,2,Medium,4,Very High,3,Better,1,3,3,Excellent,No,0,0.437,Medium Risk,1
